Sage Cover Expiry Listing (Detail) From Expiry Date 01/01/2021 To 31/12/2021,,,,,,,,,,,,,,,,,,,,,,,,,,

No.,MyAppID No.,Expiry Date,,Acc Code,Licensee Name,Email,Contact No.,"Acc:1, Inv:2, 1Acc:5",Product Name,Total Users,Main License Price,CU Price,Total Price,,,,,,,,,,,,,
704,N420000686555,01-12-21,,30J1/T51,TERRAIN MANAGEMENT SDN BHD,peter@terrain.kr,60176453956,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
705,N440000039333,01-12-21,,300K/099,KENANGA POINT MANAGEMENT CORPORATION,kpcmc@yahoo.com,60392210314,4,Sage BSM MY,3,"1,000.00",80,"1,160.00",,,,,,,,,,,,,
706,N410000001122,02-12-21,,300Z/042,ZZ World Business Sdn Bhd,zzworldbusiness@gmail.com,60355245701,5,Sage UBS one Accounting & Billing MY,1,200,0,200,,,,,,,,,,,,,
707,S44000110780,02-12-21,,300D/028,CERGAZAM SDN BHD,carolchan@cergazam.com,377258855,9,Sage Payroll 100 MY,4,550,80,790,,,,,,,,,,,,,
708,N390000000421,03-12-21,,300S/543,SEMAR MORO SDN BHD,admin@semarmoro.com.my,6072528272,10,Sage Payroll 150 MY,4,600,80,840,,,,,,,,,,,,,
709,N080000222861,04-12-21,,300S/380,SIN AIK HARDWARE SDN BHD,sinaik99@gmail.com,37981,1,Upg - Sage UBS Accounting & Billing MY,3,400,80,560,,,,,,,,,,,,,
710,N080000405529,04-12-21,,300N/168,N.Y.C. Contracts Sdn. Bhd.,nycengsb@gmail.com,60377321818,1,Upg - Sage UBS Accounting & Billing MY,3,400,80,560,,,,,,,,,,,,,
711,N420000545416,04-12-21,,300T/346,Taffeta Textiles Sdn Bhd,razib@jakel.my,6012303,1,Sage UBS Accounting & Billing MY,2,400,80,480,,,,,,,,,,,,,
712,S09001536826,05-12-21,,300N/096,NBH SDN BHD,nbhsb1990@gmail.com,39222,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
713,N380000001821,06-12-21,,300O/061,ONG & WONG CHARTERED ACCOUNTANTS,wailing@malaysiaaccountant.com,60321611000,9,Sage Payroll 100 MY,1,550,0,550,,,,,,,,,,,,,
714,N420000688169,06-12-21,,30J1/P78,PIJ PROPERTY DEVELOPMENT SDN BHD,pij.propertydevelopment@gmail.com,6072266366,1,Sage UBS Accounting & Billing MY,2,400,80,480,,,,,,,,,,,,,
715,N440000039479,06-12-21,,30J1/P78,PIJ PROPERTY DEVELOPMENT SDN BHD,pij.propertydevelopment@gmail.com,6072266366,4,Sage BSM MY,2,"1,000.00",80,"1,080.00",,,,,,,,,,,,,
716,N370000002780,07-12-21,,300Q/011,Q & M DENTAL GROUP (MALAYSIA) SDN. BHD.,ngsuihing@qandm.com.my,60380817580,8,Sage Payroll 60 MY,3,450,80,610,,,,,,,,,,,,,
717,N420000231039,07-12-21,,300R/140,Reza Ventures Plt,reza.ventures.plt@gmail.com,60173362186,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
718,N420000688892,07-12-21,,300T/347,TRIPEARL ONE SDN BHD,tripearlfinance@gmail.com,6.01E+11,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
719,N540000004839,07-12-21,,300D/150,Double Beam Sdn Bhd,doublebeam@gmail.com,60356368688,1,Upg - Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
720,N080002828095,08-12-21,,300D/026,DEWA MASTER RESOURCES,1mpnetworksdnbhd@gmail.com,6074535168,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
721,N350000017134,08-12-21,,300S/544,Strategic Champ Sdn Bhd,wilget3@gmail.com,60122738130,6,Sage Payroll 15 MY,1,150,0,150,,,,,,,,,,,,,
722,N420000689252,08-12-21,,300P/401,Permodalan Risda Berhad,admin@prb-risda.com.my,60342563777,1,Sage UBS Accounting & Billing MY,6,400,80,800,,,,,,,,,,,,,
723,N420000689373,08-12-21,,300T/348,The Glasgow Holistic Clinic Sdn Bhd,glasgowhcsb@gmail.com,60342574288,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
724,N080002850626,09-12-21,,300C/287,CLARITY RADIOLOGY SDN BHD,hanish_03@yahoo.com,6072224287,1,Sage UBS Accounting & Billing MY,4,400,80,640,,,,,,,,,,,,,
725,N370000073659,09-12-21,,300M/394,MENAWAR RESOURCES SDN BHD,menawar@menawar.my,60389596764,8,Sage Payroll 60 MY,3,450,80,610,,,,,,,,,,,,,
726,N420000546117,09-12-21,,300M/394,MENAWAR RESOURCES SDN BHD,menawar@menawar.my,60389596764,1,Sage UBS Accounting & Billing MY,5,400,80,720,,,,,,,,,,,,,
727,N090000746438,10-12-21,,300S/354,Sunrise Parade Sdn Bhd,vincies.chua@gmail.com,60390763888,2,Sage UBS Inventory & Billing MY,1,400,0,400,,,,,,,,,,,,,
728,N080000032092,11-12-21,,300I/057,Integrated Process Solutions Sdn Bhd,asyikin@ipsmalaysia.com,60342562275,1,Sage UBS Accounting & Billing MY,2,400,80,480,,,,,,,,,,,,,
729,N080000460725,11-12-21,,300K/253,KJ HARDWARE TRADING SDN BHD,rose1162@ymail.com,6098422880,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
730,N370000058941,11-12-21,,300X/013,XPLORA ASIA (M) SDN BHD,charlie.ooi@xplora-asia.com,60362113055,8,Sage Payroll 60 MY,1,450,0,450,,,,,,,,,,,,,
731,N420000247475,11-12-21,,300W/158,Win Plant Hire Sdn Bhd,win_plant@yahoo.com,6073822838,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
732,N420000399339,11-12-21,,300A/202,Ansi Systems Sdn Bhd,wawa@ansi.com.my,60390593800,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
733,S44000116513,11-12-21,,300L/071,"LIM, TAY & COMPANY",lms_account@yahoo.com,320728142,9,Sage Payroll 100 MY,1,550,0,550,,,,,,,,,,,,,
734,N080000257318,13-12-21,,300B/101,Beye Aluminium Trading KL Sdn Bhd,beyekl@gmail.com,60380631381,1,Upg - Sage UBS Accounting & Billing MY,3,400,80,560,,,,,,,,,,,,,
735,N080002852981,13-12-21,,300S/354,Sunrise Parade Sdn Bhd,vincies.chua@gmail.com,60390763888,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
736,N350000041673,13-12-21,,300T/271,Talent Transform Management Sdn Bhd,janeewe.88@gmail.com,60182832813,6,Sage Payroll 15 MY,1,150,0,150,,,,,,,,,,,,,
737,N370000056572,13-12-21,,300S/552,SERIMATIK SDN BHD,admin@serimatik.com.my,341619111,7,Sage Payroll 60 MY,2,450,80,530,,,,,,,,,,,,,
738,N420000410553,13-12-21,,300O/080,ORCA ENGINEERING SDN BHD,admin@orca-engrg.com,60193621057,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
739,N420000690716,13-12-21,,300I/162,Izzly Network Sdn Bhd,admin@izzly.net,60328567842,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
740,N080002854183,14-12-21,,300G/163,Gading Kasturi Sdn Bhd,affendi@gading.com.my,6034162,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
741,S44000123584,14-12-21,,300L/255,LEONG JIN CORPORATION SDN BHD,esther@leongjin.com.my,390741678,11,Sage Payroll Premium MY,1,650,0,650,,,,,,,,,,,,,
742,N150000013610,15-12-21,,300X/010,Xiddig Cellular Communications Sdn Bhd,azween@xiddig.net,60380819015,11,Sage Payroll Premium MY,1,650,0,650,,,,,,,,,,,,,
743,N420000692373,15-12-21,,30J1/Y23,YONG SING MINYAK SDN BHD,ys_mobilepn@hotmail.com,6076991061,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
744,N080000262453,16-12-21,,300S/292,SARAWIRA ENTERPRISE SDN BHD,sarawiraent@gmail.com,342877087,1,Upg - Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
745,N420000410982,16-12-21,,300A/256,Adiwana Otopidik Sdn Bhd,acc.adiwana@gmail.com,6095362213,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
746,N420000421748,16-12-21,,300T/318,Transight System Sdn Bhd,supports@peremba.com.my,60376226000,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
747,N090000073987,17-12-21,,300S/380,SIN AIK HARDWARE SDN BHD,sinaik99@gmail.com,37981,2,Upg - Sage UBS Inventory & Billing MY,5,400,80,720,,,,,,,,,,,,,
748,N080000508888,18-12-21,,300R/131,Ryoshindoh Manufacturing Sdn Bhd,chitra@mitsubishi-shindoh.co.jp,6072515802,1,Upg - Sage UBS Accounting & Billing MY,3,400,80,560,,,,,,,,,,,,,
749,N360000073570,18-12-21,,300E/036,E & C Pro Sdn Bhd,accounts@ecpro.com.my,60380635655,7,Sage Payroll 30 MY,2,250,80,330,,,,,,,,,,,,,
750,N420000250713,18-12-21,,300W/159,Winetrade Sdn Bhd,winetrade.acc@gmail.com,60392023324,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
751,S44000122798,18-12-21,,300L/071,"LIM, TAY & CO",lms_account@yahoo.com,320728142,9,Sage Payroll 100 MY,1,550,0,550,,,,,,,,,,,,,
752,N370000003136,19-12-21,,300L/093,LION PACIFIC SDN BHD,lionp@streamyx.com,361861970,8,Sage Payroll 60 MY,1,450,0,450,,,,,,,,,,,,,
753,N420000237131,19-12-21,,300Y/094,YST Resources,chowhongng@yahoo.com,60362629660,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
754,N090000080154,20-12-21,,300S/165,S. WAN JEWELS (M) SDN BHD,syahrini@swanjewels.com.my,389385696,2,Sage UBS Inventory & Billing MY,3,400,80,560,,,,,,,,,,,,,
755,N420000412389,20-12-21,,300P/129,Perunding JYS Sdn Bhd,jys06_salam@yahoo.com,60355113882,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
756,N420000412547,20-12-21,,300A/193,AHMAD FUAD AMIN & PARTNERS,afap.kl@gmail.com,392855811,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
757,N540000141080,20-12-21,,300S/605,LOO LI CHE,kloo1971@yahoo.com,44212858,1,Upg - Sage UBS Accounting & Billing MY,2,400,80,480,,,,,,,,,,,,,
758,N080000771793,21-12-21,,300J/063,Jashen Interior Design Sdn Bhd,account@jashenhome.com,60333244867,1,Upg - Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
759,N350000069623,21-12-21,,300M/401,Melia Evolusi Sdn Bhd,meliaevolusisdnbhd@gmail.com,60172122309,6,Sage Payroll 15 MY,1,150,0,150,,,,,,,,,,,,,
760,N420000693648,21-12-21,,300M/402,Micro Intelligent Resources,azman.ishak@msd.net.my,60197931452,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
761,N420000693811,21-12-21,,300M/401,Melia Evolusi Sdn Bhd,meliaevolusisdnbhd@gmail.com,60172122309,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
762,S09001792897,21-12-21,,300M/334,SARBORN COLDSTORAGE SDN BHD,sbcold@gmail.com,361865822,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
763,S12000660047,21-12-21,,300M/334,SARBORN COLDSTORAGE SDN BHD,sbcold@gmail.com,361865822,2,Sage UBS Inventory & Billing MY,2,400,80,480,,,,,,,,,,,,,
764,N080000327661,25-12-21,,300V/080,VISION PRECISE ENGINEERING & TRADING SDN BHD,visionprecise22@gmail.com,6000,1,Sage UBS Accounting & Billing MY,5,400,80,720,,,,,,,,,,,,,
765,N080000328619,25-12-21,,300N/116,Noorin Fariza Md Noor,yane6766@gmail.com,60192276766,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
766,N090000145375,25-12-21,,300G/057,GLOBAL VETERINARY SDN BHD,admin@glovet.com.my,389451470,2,Upg - Sage UBS Inventory & Billing MY,5,400,80,720,,,,,,,,,,,,,
767,N420000254520,25-12-21,,300F/134,Fauzan Empire Sdn Bhd,admin@fauzanempire.com,6.01E+11,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
768,N080000546152,26-12-21,,300K/199,Kpm Niaga Sdn Bhd,irene-ssbee@gmail.com,60341076912,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
769,N420000034079,26-12-21,,300T/291,Tan Hwa Mei,hwamei@gmail.com,60166650891,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
770,N420000414412,26-12-21,,300I/025,INTAC Resources Sdn Bhd,nurisya@intacresources.com,60333624509,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
771,N420000555364,26-12-21,,300K/273,Kedai Emas Ariffin Sdn Bhd,keafinance1@gmail.com,6095140555,1,Sage UBS Accounting & Billing MY,5,400,80,720,,,,,,,,,,,,,
772,S09001599784,26-12-21,,300N/017,NGM NETWORKS SDN BHD,sathiya@ngmnetworks.com,379838061,1,Sage UBS Accounting & Billing MY,3,400,80,560,,,,,,,,,,,,,
773,N080000349249,27-12-21,,300B/181,BAYANGAN SEPADU SDN BHD,beekintan@gmail.com,340246572,1,Upg - Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
774,N120000014247,27-12-21,,300C/260,CHELSEA HERITAGE PROPERTIES SDN BHD,ksk@csl-invest.com.my,60326933211,7,Sage Payroll 30 MY,1,250,0,250,,,,,,,,,,,,,
775,N400000038362,27-12-21,,301S/002,S.K. INTERLINK MANUFACTURING SDN BHD,accounts_skim@yahoo.com.my,332903136,11,Upg - Sage Payroll Premium MY,1,650,0,650,,,,,,,,,,,,,
776,N410000035660,27-12-21,,300S/606,Roshimah Rahman,shima76@ymail.com,60178310141,5,Sage UBS one Accounting & Billing MY,1,200,0,200,,,,,,,,,,,,,
777,N420000695441,27-12-21,,300E/245,RNC Property Management Services Plt,rncpropmgm@gmail.com,60380608100,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
778,N540000068781,27-12-21,,300G/146,TENAGA WAN BERSAUDARA SDN BHD,tenagawanniza@gmail.com,362065388,1,Upg - Sage UBS Accounting & Billing MY,4,400,80,640,,,,,,,,,,,,,
779,N080000554285,28-12-21,,300G/057,GLOBAL VETERINARY SDN BHD,admin@glovet.com.my,389451470,1,Upg - Sage UBS Accounting & Billing MY,3,400,80,560,,,,,,,,,,,,,
780,S12000628660,28-12-21,,300M/334,SARBORN FRESHMART SDN BHD,sarborn@hotmail.com,387373133,2,Sage UBS Inventory & Billing MY,1,400,0,400,,,,,,,,,,,,,
781,N130000013232,29-12-21,,300Y/072,YAYASAN INOVASI MALAYSIA,finance.dept@yim.my,389961714,8,Sage Payroll 60 MY,1,450,0,450,,,,,,,,,,,,,
782,N420000556496,29-12-21,,300B/211,Brave Oilfield Services Engineering Sdn Bhd,fatin@brave.com.my,60126539562,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
783,N350000058758,30-12-21,,300T/338,Times Educational Co Sdn Bhd,presco18@yahoo.com,60379571766,6,Sage Payroll 15 MY,1,150,0,150,,,,,,,,,,,,,

,Notes :,,,,,,,,,,,,,,,,,,,,,,,,,
,Acc - 1,,,,,,,,,,,,,,,,,,,,,,,,,
,Inv - 2,,,,,,,,,,,,,,,,,,,,,,,,,
,POS - 3,,,,,,,,,,,,,,,,,,,,,,,,,
,BSM - 4,,,,,,,,,,,,,,,,,,,,,,,,,
,One Acc - 5,,,,,,,,,,,,,,,,,,,,,,,,,
,Pay 15 - 6,,,,,,,,,,,,,,,,,,,,,,,,,
,Pay30 - 7,,,,,,,,,,,,,,,,,,,,,,,,,
,Pay60 - 8,,,,,,,,,,,,,,,,,,,,,,,,,
,Pay100 - 9,,,,,,,,,,,,,,,,,,,,,,,,,
,Pay150 - 10,,,,,,,,,,,,,,,,,,,,,,,,,
,Pay Premium - 11,,,,,,,,,,,,,,,,,,,,,,,,,
,Acc INTL - 12,,,,,,,,,,,,,,,,,,,,,,,,,
,Inv INTL - 13,,,,,,,,,,,,,,,,,,,,,,,,,


























































































































































































